id,full_name,age,gender,model,color,performance,km,condition,price
6564,Katie Davis,23,Non-binary,Gloria,White,251,325067,very bad,30621.5
6565,Jane Smith,55,Genderfluid,Avenir,Blue,324,474890,very bad,9224.88
6566,John Johnson,64,Genderfluid,Juke,Red,165,154663,bad,42485.69
6567,Mike Johnson,58,Non-binary,Altima,White,183,60424,new,27370.24
6568,Emily Smith,46,Non-binary,March / Micra,Purple,271,987655,new,20617.81
6569,,,,,,,,,
6570,,,,,,,,,
6571,Laura Brown,69,Polygender,Quest,White,247,179538,old,6078.02
6572,Mike Williams,63,Male,Rnessa,Orange,368,396021,new,20860.24
6573,Chris Moore,30,Genderfluid,Rnessa,Blue,368,375774,very bad,9011.49
6574,Laura Smith,63,Male,Quest,Purple,239,787959,very bad,11268.34
6575,Sophie Miller,60,Female,Juke,Red,185,120876,new,32652.3
6576,Jane Jones,62,Male,Avenir,Purple,101,96392,bad,26357.2
6577,Alex Miller,44,Female,Juke,Red,79,970160,bad,26989.22
6578,David Smith,67,Genderfluid,Altima,White,120,866626,very bad,34827.66
6579,,,,,,,,,
6580,Emily Moore,38,Polygender,Rnessa,Yellow,237,288993,old,10229.01
6581,Jane Davis,60,Non-binary,Pathfinder,Yellow,146,25704,very bad,30288.85
6582,Mike Smith,51,Male,March / Micra,Blue,111,969019,bad,13103.6
6583,Sophie Williams,42,Genderfluid,Quest,Silver,9,46122,very bad,49553.27
6584,,,,,,,,,
6585,Laura Wilson,54,Polygender,Rnessa,Silver,266,533161,bad,33976.68
6586,Sophie Taylor,60,Genderfluid,Pathfinder,Blue,325,749364,new,22490.56
6587,Alex Miller,53,Female,Leaf,Yellow,265,106330,old,30029.75
6588,John Moore,45,Genderfluid,Altima,Yellow,324,201888,very good,39292.87
6589,Jane Taylor,21,Genderfluid,Avenir,Orange,87,308042,new,17439.64
6590,Chris Jones,28,Non-binary,Leaf,Orange,11,862136,new,25769.93
6591,Sophie Brown,21,Male,Juke,Gray,193,644835,bad,47784.27
6592,Alex Miller,69,Non-binary,Avenir,Silver,312,790280,new,6889.42
6593,Katie Smith,45,Genderfluid,Juke,Purple,205,305569,new,41418.71
6594,David Davis,29,Polygender,Juke,White,225,616470,old,27919.99
6595,Sophie Williams,20,Female,Avenir,Red,317,932544,very bad,8630.17
6596,Jane Williams,68,Male,Quest,White,207,737050,very bad,17741.04
6597,Katie Miller,38,Male,March / Micra,Green,5,268559,very good,46202.68
6598,Jane Williams,69,Female,Maxima,Red,309,264841,very good,48884.82
6599,John Davis,35,Female,March / Micra,Red,198,491103,very bad,17599.56
6600,Sophie Davis,54,Genderfluid,Juke,White,79,224965,old,33520.27
6601,David Davis,33,Female,Avenir,Silver,397,30363,old,23700.77
6602,Mike Smith,29,Male,Altima,Silver,168,991119,very good,16642.05
6603,Alex Moore,34,Genderfluid,Juke,Yellow,37,977971,bad,25235.42
6604,John Smith,43,Female,Maxima,Red,151,23618,old,34926.29
6605,Jane Taylor,25,Genderfluid,Juke,White,13,733149,old,46018.68
6606,Sophie Miller,31,Non-binary,Leaf,Blue,10,279228,old,32123.37
6607,,,,,,,,,
6608,Katie Johnson,33,Genderfluid,Leaf,Blue,330,277773,new,29905.06
6609,Laura Davis,47,Male,March / Micra,Purple,140,105546,old,26319.85
6610,John Smith,24,Female,Juke,Purple,369,236848,bad,40017.8
6611,Chris Jones,49,Male,Rnessa,White,162,984086,new,36805.52
6612,,,,,,,,,
6613,David Williams,41,Non-binary,Pathfinder,Purple,130,878993,bad,41946.4
6614,Chris Jones,53,Female,Juke,Gray,394,559717,bad,41571.8
6615,John Wilson,57,Female,Avenir,Orange,208,965612,old,40648.3
6616,David Miller,24,Male,March / Micra,Gray,312,794513,very bad,39232.55
6617,Chris Davis,66,Male,Altima,White,117,580327,old,46892.76
6618,Chris Wilson,42,Non-binary,Maxima,Orange,98,338658,very good,44304.38
6619,Katie Davis,24,Female,Rnessa,Silver,328,174120,old,14699.23
6620,John Miller,22,Non-binary,Quest,Red,177,543434,bad,36507.7
6621,Mike Brown,60,Female,Leaf,Orange,66,667968,old,35507.35
6622,Alex Taylor,60,Non-binary,Avenir,Black,67,480337,very bad,6713.64
6623,John Taylor,61,Male,Maxima,Orange,237,143716,new,49983.47
6624,Sophie Jones,55,Polygender,Maxima,White,174,77940,very good,41036.57
6625,Alex Smith,29,Non-binary,Juke,Purple,254,984735,very bad,28571.25
6626,Katie Taylor,53,Female,Quest,Green,296,639118,bad,45303.23
6627,Laura Wilson,31,Female,Pathfinder,Yellow,336,815116,very good,9177.54
6628,Alex Brown,53,Male,March / Micra,White,49,582953,very bad,37201.46
6629,Alex Johnson,42,Female,Leaf,White,89,992617,very good,39897.03
6630,Jane Moore,53,Female,Juke,Gray,139,399504,very bad,29990.97
6631,Sophie Miller,34,Polygender,Avenir,Red,231,37166,bad,45181.45
6632,Emily Johnson,33,Polygender,Avenir,Blue,250,440642,very bad,33681.96
6633,David Taylor,64,Polygender,Leaf,Yellow,201,955511,very bad,5867.58
6634,Laura Davis,36,Non-binary,Juke,Purple,155,122277,bad,10141.3
6635,Chris Williams,27,Female,Quest,Purple,391,989343,very bad,38103.16
6636,John Taylor,52,Non-binary,Rnessa,Black,202,775331,very bad,11723.89
6637,,,,,,,,,
6638,Chris Wilson,62,Non-binary,Quest,White,145,807801,new,34479.31
6639,Emily Jones,21,Polygender,Altima,Blue,247,367342,old,26972.36
6640,Katie Taylor,44,Non-binary,Rnessa,Purple,66,454318,very bad,22540.32
6641,Laura Taylor,63,Female,Avenir,Yellow,344,92274,very good,14881.64
6642,Katie Johnson,19,Genderfluid,Maxima,White,358,139941,old,36088.84
6643,David Moore,32,Genderfluid,Avenir,Purple,62,481764,very good,7776.06
6644,,,,,,,,,
6645,,,,,,,,,
6646,Sophie Wilson,41,Male,Pathfinder,Gray,223,738194,new,47014.82
6647,,,,,,,,,
6648,Alex Brown,53,Male,March / Micra,Gray,279,303099,new,32348.64
6649,Emily Taylor,35,Genderfluid,Pathfinder,Black,34,233312,old,10129.1
6650,Mike Smith,57,Non-binary,Maxima,Gray,358,367767,new,26738.09
6651,Chris Jones,63,Polygender,March / Micra,Yellow,241,104643,very good,35497.07
6652,John Johnson,32,Polygender,March / Micra,Blue,36,562669,old,5459.14
6653,Sophie Taylor,62,Genderfluid,Leaf,White,232,922614,new,7702.83
6654,,,,,,,,,
6655,Chris Moore,50,Polygender,Juke,White,132,618991,old,40138.61
6656,Alex Brown,67,Polygender,Leaf,Silver,70,606659,old,28738.52
6657,,,,,,,,,
6658,Katie Brown,47,Genderfluid,Altima,Black,318,475140,old,36275.78
6659,Mike Moore,38,Polygender,Quest,Purple,36,34568,very good,43302.15
6660,Katie Moore,21,Polygender,Maxima,Blue,187,810811,very bad,30326.58
6661,Laura Jones,40,Genderfluid,March / Micra,Purple,278,76402,very bad,15662.52
6662,Mike Miller,55,Non-binary,Quest,Green,223,470659,old,34368.35
6663,Sophie Wilson,61,Polygender,Rnessa,Red,311,922303,old,34976.76
6664,Laura Johnson,46,Male,Altima,Blue,282,666224,very bad,39338.1
6665,Mike Brown,37,Female,Rnessa,Silver,310,919188,bad,21092.81
6666,Laura Williams,35,Female,Juke,Purple,6,864939,old,42251.01
6667,Alex Miller,42,Polygender,Quest,Yellow,115,108823,bad,48948.8
6668,Chris Moore,47,Male,March / Micra,White,239,43867,old,8628.22
6669,Emily Wilson,49,Genderfluid,Altima,Red,236,59222,very bad,34044.54
6670,David Jones,60,Female,Leaf,Blue,284,345203,old,35757.01
6671,Katie Brown,40,Female,Avenir,Green,239,472189,very bad,33392.9
6672,John Jones,66,Non-binary,Pathfinder,Blue,264,361770,very bad,30152.49
6673,Alex Miller,22,Polygender,March / Micra,Yellow,366,839949,bad,38186.25
6674,Mike Taylor,64,Non-binary,Pathfinder,White,38,397415,old,42899.87
6675,Laura Johnson,49,Polygender,March / Micra,Orange,229,803077,bad,15088.63
6676,Sophie Smith,48,Female,Rnessa,Gray,94,824501,old,23105.82
6677,Chris Johnson,36,Female,Pathfinder,White,210,870402,new,21082.01
6678,Laura Miller,44,Polygender,Rnessa,Yellow,364,24913,new,22078.08
6679,David Williams,22,Female,Altima,Green,339,225725,bad,27076.98
6680,David Moore,62,Male,Juke,White,342,433827,new,41200.28
6681,Laura Moore,31,Genderfluid,Avenir,Blue,81,388480,new,46874.54
6682,Laura Johnson,52,Polygender,Gloria,Orange,137,442978,bad,46319.36
6683,David Williams,31,Female,Avenir,Orange,94,965079,very bad,16654.78
6684,David Moore,60,Male,Rnessa,Yellow,302,403995,very good,48353.8
6685,Chris Moore,44,Male,Altima,Black,12,249617,new,14545.77
6686,Alex Smith,32,Female,Avenir,Red,239,705745,very good,31661.75
6687,Alex Wilson,52,Female,Altima,Red,218,660967,new,33120.08
6688,Chris Brown,20,Genderfluid,Quest,Silver,236,279600,old,12206.49
6689,David Taylor,23,Non-binary,Gloria,Red,62,133278,very bad,40671.66
6690,John Wilson,21,Male,Altima,Purple,397,869702,very bad,9065.93
6691,,,,,,,,,
6692,John Williams,63,Non-binary,Gloria,White,163,360712,old,16595.45
6693,John Smith,49,Male,Gloria,Blue,361,357025,old,32585.06
6694,Sophie Johnson,59,Female,Altima,Orange,51,634742,bad,26935.5
6695,Chris Jones,28,Genderfluid,Rnessa,Black,143,777690,old,48153.91
6696,Chris Davis,27,Male,Juke,Orange,399,183342,very good,32359.65
6697,David Taylor,48,Female,Quest,Blue,207,133205,new,33429.12
6698,Sophie Brown,52,Genderfluid,Leaf,Silver,107,571062,old,23928.11
6699,Alex Wilson,65,Polygender,Quest,Red,200,241011,bad,8879.23
6700,,,,,,,,,
6701,Emily Brown,51,Female,Avenir,Red,100,42918,very bad,11377.04
6702,Mike Miller,60,Polygender,Quest,Orange,8,901733,very good,6212.76
6703,David Wilson,38,Male,Leaf,Red,333,406795,new,13462.41
6704,Laura Brown,31,Female,March / Micra,Orange,222,834197,bad,26478.13
6705,John Moore,44,Male,Quest,Green,141,776388,very bad,32771.4
6706,Alex Miller,25,Genderfluid,March / Micra,Gray,340,578344,old,43460.72
6707,Laura Moore,54,Non-binary,March / Micra,Blue,326,328638,new,23421.32
6708,Mike Taylor,45,Genderfluid,Juke,White,29,969938,bad,23195.31
6709,Mike Moore,35,Non-binary,Juke,Silver,363,860285,new,9992.54
6710,Alex Moore,64,Male,Juke,Yellow,324,373545,old,47313.36
6711,Katie Johnson,39,Non-binary,Rnessa,Gray,2,579612,very bad,27398.82
6712,Chris Williams,18,Non-binary,Avenir,Silver,76,99458,old,7158.05
6713,Laura Brown,33,Male,Rnessa,Yellow,280,203262,very bad,15778.1
6714,Sophie Williams,33,Male,Maxima,Orange,82,318639,very bad,37828.74
6715,Emily Miller,25,Female,Maxima,Black,356,721035,bad,18480.47
6716,Chris Johnson,61,Female,Avenir,Green,5,251105,very good,28686.39
6717,Laura Johnson,61,Genderfluid,Maxima,Yellow,35,994043,bad,30521.28
6718,Laura Smith,35,Non-binary,March / Micra,Blue,203,653210,very good,25947.42
6719,,,,,,,,,
6720,John Davis,28,Female,Maxima,Blue,375,925244,bad,28237.97
6721,Emily Wilson,32,Polygender,Maxima,Yellow,78,244726,bad,30264.01
6722,,,,,,,,,
6723,David Miller,37,Female,March / Micra,Black,167,713357,bad,16693.7
6724,John Williams,27,Polygender,Maxima,Black,58,905821,old,14304.18
6725,John Johnson,31,Genderfluid,Quest,White,230,374730,very good,19204.36
6726,Laura Jones,58,Polygender,Rnessa,White,22,734970,new,11491.56
6727,Sophie Johnson,40,Genderfluid,Gloria,Orange,119,41237,bad,45834.39
6728,Katie Miller,64,Polygender,Rnessa,Green,374,298506,very bad,46663.58
6729,Chris Jones,66,Non-binary,Maxima,Green,249,490061,old,16024.24
6730,Emily Miller,66,Female,Altima,Blue,323,260129,new,31598.38
6731,Mike Miller,50,Non-binary,Leaf,Silver,364,985091,new,10535.12
6732,,,,,,,,,
6733,,,,,,,,,
6734,John Taylor,54,Non-binary,Quest,Gray,304,650950,very good,30152.54
6735,David Jones,21,Female,Avenir,Yellow,350,455920,old,5776.54
6736,Katie Miller,26,Male,Rnessa,Gray,126,726677,bad,7154.51
6737,Laura Moore,20,Genderfluid,Altima,Green,97,564034,very good,22419.57
6738,,,,,,,,,
6739,Laura Smith,20,Polygender,Maxima,Red,300,521782,very good,39918.13
6740,Alex Jones,19,Female,Leaf,Orange,383,230738,new,5183.47
6741,Alex Jones,45,Male,Gloria,White,127,770259,bad,47393.88
6742,,,,,,,,,
6743,Alex Taylor,36,Female,Avenir,Green,93,161933,bad,20390.72
6744,David Miller,28,Genderfluid,Pathfinder,Black,177,567962,new,20035.24
6745,Alex Davis,53,Polygender,March / Micra,Silver,142,136103,old,36726.01
6746,Alex Jones,57,Female,Quest,White,31,21589,very bad,19492.56
6747,John Wilson,52,Non-binary,Gloria,Orange,294,963488,very bad,44388.36
6748,Jane Davis,43,Male,Pathfinder,Orange,204,928564,old,47351.6
6749,Jane Johnson,65,Polygender,Quest,Orange,257,960797,very good,37490.3
6750,Chris Williams,47,Male,Quest,Red,267,396637,very bad,39626.94
6751,Emily Taylor,52,Genderfluid,Rnessa,Blue,245,336940,bad,40138.54
6752,,,,,,,,,
6753,David Taylor,21,Male,Pathfinder,Red,130,343844,very good,29216.44
6754,Emily Johnson,50,Female,Juke,Purple,121,766540,bad,49560.03
6755,Jane Moore,57,Genderfluid,Altima,Yellow,372,867117,new,19339.63
6756,John Moore,63,Non-binary,Gloria,Green,49,694798,very good,35011.02
6757,Jane Williams,29,Non-binary,Leaf,Blue,85,633328,very good,11383.53
6758,David Miller,68,Genderfluid,March / Micra,Green,38,100806,new,43822.08
6759,David Brown,56,Genderfluid,Maxima,Orange,176,844489,very bad,48328.65
6760,Mike Smith,53,Genderfluid,Quest,Purple,44,204084,very bad,8675.78
6761,David Brown,65,Male,Leaf,Silver,170,493588,old,24561.32
6762,,,,,,,,,
6763,Jane Miller,29,Non-binary,Juke,Red,63,10179,very good,6432.77
6764,Jane Williams,52,Polygender,Quest,White,252,295657,new,6718.15
6765,Sophie Moore,33,Female,Leaf,Purple,204,979913,bad,45243.64
6766,Chris Jones,52,Male,Juke,White,83,989527,old,15001.96
6767,Laura Miller,62,Genderfluid,Juke,Silver,257,875242,very good,20845.88
6768,David Smith,30,Female,Leaf,Purple,278,297816,new,37257.95
6769,John Moore,42,Non-binary,Leaf,Orange,257,890901,old,47200.01
6770,Alex Wilson,23,Genderfluid,Maxima,Yellow,81,645162,old,34834.48
6771,Chris Brown,51,Genderfluid,March / Micra,Blue,181,590486,new,46180.36
6772,,,,,,,,,
6773,Mike Williams,48,Non-binary,Avenir,Yellow,35,781761,very bad,18988.16
6774,John Wilson,45,Male,Quest,Purple,231,732059,bad,10181.5
6775,Emily Taylor,57,Genderfluid,Gloria,Gray,113,200326,old,6678.71
6776,David Taylor,50,Genderfluid,Rnessa,Yellow,194,782343,old,18388.65
6777,Emily Johnson,43,Male,Juke,Black,266,930861,new,15384.46
6778,,,,,,,,,
6779,Mike Johnson,36,Genderfluid,Quest,Silver,117,590875,very bad,28775.37
6780,John Taylor,44,Polygender,Pathfinder,Blue,188,879215,old,24361.57
6781,Emily Taylor,42,Genderfluid,Leaf,White,152,328902,very bad,15203.74
6782,David Davis,54,Female,Gloria,Green,369,124231,very bad,34129.78
6783,Chris Moore,38,Female,Avenir,Green,139,278958,very bad,5958.38
6784,Mike Johnson,39,Female,Juke,Blue,70,128787,bad,46009.78
6785,Laura Davis,44,Non-binary,Gloria,Black,223,586173,old,21599.48
6786,Emily Taylor,47,Genderfluid,Maxima,Silver,234,835836,new,42094.39
6787,Mike Williams,39,Male,Quest,Gray,140,827349,very bad,48016.78
6788,Jane Taylor,63,Male,Avenir,Black,367,705645,very good,7667.86
6789,Emily Brown,31,Genderfluid,March / Micra,Gray,114,670817,new,20951.81
6790,Laura Johnson,47,Male,Pathfinder,Blue,59,349972,very bad,47323.06
6791,,,,,,,,,
6792,John Smith,59,Polygender,Leaf,Orange,110,296425,old,22489.58
6793,Sophie Jones,19,Male,Avenir,Gray,234,486911,bad,5134.65
6794,,,,,,,,,
6795,Mike Wilson,53,Female,Juke,Silver,122,41605,very good,25488.62
6796,Mike Smith,25,Genderfluid,Pathfinder,White,327,604980,very good,6172.79
6797,,,,,,,,,
6798,John Smith,25,Male,Gloria,Green,226,602377,new,6304.25
6799,Laura Williams,25,Genderfluid,Avenir,Orange,112,527182,new,35470.61
6800,Alex Moore,28,Polygender,March / Micra,Red,222,863088,very bad,47019.09
6801,Sophie Williams,65,Female,Altima,Green,193,335414,new,45609.95
6802,,,,,,,,,
6803,Chris Brown,60,Male,March / Micra,Red,208,183579,very good,27210.05
6804,,,,,,,,,
6805,Katie Miller,25,Male,Quest,Orange,194,786371,new,46764.37
6806,Sophie Brown,18,Polygender,Leaf,White,252,296929,very bad,19214.78
6807,Alex Jones,29,Genderfluid,Rnessa,White,365,268767,very good,32575.54
6808,Jane Moore,64,Genderfluid,Juke,Gray,98,136900,bad,47587.49
6809,Laura Taylor,66,Male,Altima,Yellow,37,677403,very bad,29596.32
6810,Alex Miller,32,Female,Juke,Black,387,618743,new,41934.67
6811,,,,,,,,,
6812,Jane Wilson,68,Non-binary,Maxima,Blue,215,578427,very bad,33853.34
6813,John Miller,67,Polygender,Maxima,Silver,56,907726,bad,43262.35
6814,Jane Miller,38,Genderfluid,Avenir,Purple,24,81678,very good,11250.67
6815,Laura Jones,68,Polygender,Maxima,Silver,348,939057,bad,34041.37
6816,Mike Johnson,33,Female,March / Micra,Silver,118,303808,very bad,18112.68
6817,,,,,,,,,
6818,Chris Johnson,24,Non-binary,March / Micra,Blue,199,438587,bad,8194.41
6819,,,,,,,,,
6820,,,,,,,,,
6821,Alex Taylor,34,Female,Quest,Yellow,76,875937,very good,48072.12
6822,Laura Taylor,45,Non-binary,Pathfinder,Purple,270,98511,old,17836.35
6823,Mike Williams,59,Male,March / Micra,White,191,174968,very bad,22934.36
6824,Chris Johnson,58,Male,Juke,Black,23,521632,old,25949.26
6825,,,,,,,,,
6826,Mike Taylor,55,Genderfluid,Avenir,Orange,14,822356,very bad,13211.06
6827,Alex Smith,68,Non-binary,Quest,Silver,246,89021,old,34058.09
6828,Emily Smith,58,Male,March / Micra,Red,354,37798,bad,9448.84
6829,Alex Jones,25,Male,Maxima,Green,322,101660,very good,12503.76
6830,John Jones,38,Female,Avenir,Silver,382,709652,new,11336.59
6831,,,,,,,,,
6832,,,,,,,,,
6833,Emily Davis,24,Non-binary,Pathfinder,Green,303,730094,old,41222.08
6834,Laura Wilson,53,Male,Leaf,Gray,333,210833,old,10440.94
6835,Laura Jones,56,Male,Maxima,Purple,113,775891,very good,5628.42
6836,Laura Wilson,69,Female,Quest,Orange,374,733138,very bad,36492.33
6837,Laura Miller,24,Male,Leaf,Gray,145,990398,very good,38344.95
6838,Chris Miller,57,Male,Leaf,Blue,136,341088,very bad,19926.4
6839,Jane Brown,40,Male,Gloria,Purple,162,903099,bad,21914.77
6840,John Moore,56,Polygender,Altima,Red,169,444318,bad,31308.89
6841,,,,,,,,,
6842,Chris Williams,26,Polygender,Pathfinder,Silver,217,305281,bad,13972.16
6843,Sophie Jones,37,Genderfluid,Quest,Gray,234,379442,very bad,26084.54
6844,David Taylor,46,Genderfluid,Altima,Gray,239,564000,new,24649.43
6845,Jane Taylor,35,Non-binary,Leaf,White,248,534677,very good,28099.55
6846,David Brown,24,Male,Altima,Yellow,142,131841,very good,42226.72
6847,Alex Brown,65,Genderfluid,March / Micra,White,102,311761,very bad,31602.84
6848,Katie Johnson,30,Genderfluid,Gloria,Blue,222,168909,new,48742.9
6849,Chris Jones,23,Polygender,Rnessa,Yellow,337,508750,new,9233.73
6850,Emily Moore,36,Genderfluid,March / Micra,Silver,68,906832,bad,30485.85
6851,,,,,,,,,
6852,Katie Moore,61,Female,Pathfinder,Green,20,686681,very good,45014.19
6853,Emily Miller,68,Male,Pathfinder,Purple,249,290127,very bad,15598.05
6854,Katie Wilson,39,Non-binary,March / Micra,Orange,307,318396,old,23384.17
6855,Sophie Moore,33,Polygender,Rnessa,Purple,173,213281,very bad,24561.21
6856,Mike Jones,26,Female,March / Micra,Red,381,257325,very good,31364.23
6857,John Wilson,57,Polygender,Gloria,Purple,160,707115,very good,11844.45
6858,Chris Davis,53,Genderfluid,Quest,Blue,157,794517,bad,7458.28
6859,Sophie Johnson,38,Polygender,Maxima,Gray,162,556961,bad,11051.72
6860,Sophie Wilson,60,Polygender,Rnessa,Black,390,238200,new,26998.69
6861,John Wilson,29,Male,Maxima,Silver,265,781185,very bad,19063.02
6862,Sophie Brown,56,Non-binary,Gloria,Yellow,57,748230,old,16383.91
6863,Emily Brown,40,Female,Rnessa,Red,202,822633,very good,18925.19
6864,John Jones,18,Male,Pathfinder,Red,34,693955,very good,37523.14
6865,David Brown,33,Female,Rnessa,Red,49,670363,old,46239.21
6866,Katie Johnson,22,Polygender,Juke,Orange,382,551590,bad,30953.24
6867,David Davis,42,Polygender,Maxima,Yellow,162,309304,new,43963.89
6868,Jane Miller,18,Genderfluid,Leaf,Yellow,299,864778,very good,14167.26
6869,Laura Jones,32,Polygender,Rnessa,White,24,790635,very bad,25991.7
6870,David Wilson,37,Polygender,Maxima,White,118,583070,bad,7363.09
6871,Mike Taylor,54,Genderfluid,Quest,Purple,88,518549,very bad,12534.95
6872,Mike Johnson,18,Genderfluid,Pathfinder,White,26,247207,very good,32530.69
6873,Jane Brown,30,Non-binary,Maxima,Green,361,133410,new,15383.01
6874,David Moore,63,Polygender,Juke,Orange,124,167032,very good,27388.13
6875,Jane Taylor,61,Non-binary,Pathfinder,Gray,20,280123,bad,8135.09
6876,John Brown,41,Female,Avenir,Red,124,9985,bad,43584.15
6877,Emily Miller,67,Genderfluid,Avenir,Silver,15,594585,old,39307.06
6878,Chris Johnson,50,Genderfluid,Avenir,Orange,81,985871,new,31999.74
6879,,,,,,,,,
6880,Katie Brown,41,Polygender,Gloria,Orange,361,159666,very bad,39093.97
6881,Laura Miller,46,Female,Leaf,Purple,21,150790,new,38803.96
6882,Laura Smith,58,Female,Gloria,Red,298,500626,bad,5347.64
6883,Katie Johnson,48,Male,Altima,Black,355,612188,very good,34481.35
6884,Chris Taylor,51,Male,Gloria,Silver,221,714267,very good,33219.64
6885,,,,,,,,,
6886,Sophie Davis,35,Non-binary,Leaf,Gray,233,844997,new,42591.7
6887,Katie Brown,61,Female,Avenir,Purple,225,625944,old,47411.23
6888,Laura Davis,40,Male,Juke,White,20,197590,very good,32357
6889,Mike Miller,65,Non-binary,March / Micra,White,265,497545,new,47864.65
6890,Alex Williams,22,Genderfluid,Quest,Silver,261,232960,old,13802.65
